Incident_Address,fines,missed_count,total_requests
"1084 Blue Mountain Ln, Nashville, TN 37013, United States",0,1,1
"108A Benson Rd, Nashville, TN 37214, United States",0,1,1
"109 Benson Rd, Nashville, TN 37214, United States",0,1,1
109 Bonnie Briar Ln,800,5,5
109 Cedar Ash Ct,0,1,1
"109 Cedar Ash Ct, Nashville, TN 37013, United States",200,2,2
109 Charles Ct,0,1,1
"109 Chetopa Ct, Antioch, Tennessee, 37013",0,1,1
"109 Chetopa Ct, Nashville, TN 37013, United States",200,2,2
109 Coastal Ct E,0,1,1
"109 Donelson Pike, Nashville, TN 37214, United States",400,3,8
"109 Evelyn Dr, Nashville, TN 37210, United States",200,2,2
"109 Garner Ave, Nashville, TN 37115, United States",0,1,1
"109 Hickory Park Ln, Nashville, TN 37013, United States",0,1,1
109 Jocelyn Hills Rd,0,1,4
"109 Jocelyn Hills Rd, Nashville, TN 37205, United States",0,1,1
"109 Lincoln Ct, Nashville, TN 37205, United States",0,1,1
"109 Long Hunter Ct, Nashville, TN 37217, United States",0,1,1
"109 Murphy Ct, Nashville, TN 37203, United States",0,1,1
109 Ocala Dr,0,1,1
"109 Ocala Dr, Nashville, TN 37013, United States",200,2,2
"109 St Charles Pl, Nashville, TN 37212, United States",0,1,1
"109 Stirton Rd, Nashville, TN 37210, United States",0,1,1
"109 Tusculum Rd, Nashville, TN 37013, United States",400,3,3
109 Westover Ave,0,1,4
109 jocelyn hills rd,0,1,1
109 whitney place ct,1000,6,6
"1098 12th Ave S, Nashville, TN 37203, United States",200,2,2
"11 MARY ANTON CT, 37211",0,1,1
"11 N Hill St, Nashville, TN 37210, United States",0,1,1
"110 40TH AVE N, 37209",0,1,1
110 46th ave n,0,1,1
"110 Aileen Ct, Nashville, TN 37013, United States",200,2,2
"110 Blackstone Pl, Nashville, TN 37210, United States",0,1,1
"110 Blue Hills Ct, Nashville, TN 37214, United States",0,1,1
110 Bonnie Briar Ln,200,2,2
"110 CAMPBELL CT, 37115",0,1,1
110 GEORGE L DAVIS BLVD,0,1,1
"110 GEORGE L DAVIS BLVD, 37203",0,1,1
110 George L Davis Blvd,1800,10,28
"110 George L Davis Blvd, Nashville, TN 37203, United States",1000,6,22
"110 George L Davis Blvd, Nashville, Tennessee, 37203",0,1,1
"110 Mockingbird Rd, Nashville, TN 37205, United States",400,3,2
"110 Northcrest Commons Cir, Nashville, TN 37211, United States",0,1,1
"110 Peachtree St, Nashville, TN 37210, United States",0,1,4
"110 S Graycroft Ave, Nashville, TN 37115, United States",0,1,1
110 Valley Green Ct,0,1,1
"110 Wentworth Ave, Nashville, TN 37215, United States",0,1,1
110 george l davis blvd E,0,1,1
"1100 Grandview Dr, Nashville, TN 37204, United States",0,1,1
"1100 Langley Pl, Brentwood, TN 37027, United States",0,1,1
1100 Matthews Pl B,0,1,1
1100 grandview dr,0,1,1
1101 39th ave n,200,2,2
"1101 55th Ave N, Nashville, Tennessee, 37208",200,2,2
1101 Caldwell Ave,0,1,1
1101 Campbell St,0,1,1
1101 SUMMIT AVE,0,1,1
1101 Saunders Ave,0,1,1
"1101 Saunders Ave, Madison, TN 37115, USA",0,1,1
"1101 Saunders Ave, Nashville, TN 37115, United States",400,3,3
"1101 Seymour Ave, Nashville, TN 37206, United States",0,1,1
1101 glenwood ave,0,1,1
1101 porter rd,0,1,1
"1102 57th Ave N, Nashville, TN 37209, United States",0,1,1
1102 Dew St A,0,1,1
"1102 N 8th St,Nashville,TN 37207,United States",0,1,1
"1102 Snow Ave, Nashville, TN 37115, United States",0,1,1
"1102 Sunnymeade Dr, Nashville, TN 37216, United States",0,1,1
1102 dew st,200,2,2
1102 dew st B,0,1,1
1102 maplehurst ave,0,1,1
"1103 57th Ave N, Nashville, TN 37209, United States",200,2,2
"1103 Haysboro Ave, Nashville, TN 37216, United States",0,1,1
1103 Preston Dr,0,1,1
"1103 Summit Ave, Nashville, TN 37203, United States",0,1,1
"1103 Woodland St, Nashville, TN 37206, United States",0,1,1
1103 sunnymeade dr,0,1,1
1104 Dew St A,0,1,1
"1104 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
"1104 Waverunner Ct E, Nashville, TN 37217, United States",0,1,1
"1104 White Mountain Ln, Nashville, TN 37013, United States",0,1,1
1104 clifton ln,0,1,1
"1105 Goldilocks St, Nashville, TN 37115, United States",0,1,1
"1105 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
1105 Petway Ave,200,2,2
"1105 Saunders Ave, Nashville, TN 37115, United States",1000,6,6
"1105 Twin Cir Dr, Nashville, TN 37217, United States",0,1,1
1105 Wade ave,0,1,1
1105 riverwood dr,0,1,1
1106 Argyle Ave,0,1,1
"1106 Caruthers Ave, Nashville, TN 37204, United States",400,3,3
"1106 Halcyon Ave, Nashville, TN 37204, United States",200,2,2
1106 Petway Ave,0,1,1
"1106 Snow Ave, Nashville, TN 37115, United States",0,1,1
1106 halcyon Ave,0,1,1
1106 halcyon ave,0,1,1
1106 lenore st,0,1,1
"1107 57th Ave N, Nashville, TN 37209, United States",0,1,1
"1107 Fernbank Dr, Nashville, TN 37115, United States",0,1,1
"1107 Glenview Dr, Nashville, TN 37206, United States",0,1,1
"1107 Lischey Ave, Nashville, TN 37207, United States",0,1,1
"1107 Seymour Ave, Nashville, TN 37206, United States",0,1,1
"1107 Woodvale Dr, Nashville, TN 37204, United States",0,1,1
"1108 ALANDEE ST, 37214",0,1,1
1108 BRICK CHURCH PKE,0,1,1
1108 Battery Ln A,0,1,1
"1108 Brittany Park Ln, Nashville, TN 37013, United States",0,1,1
1108 Chapel Ave,0,1,1
"1108 Chapel Ave, Nashville, TN 37206, United States",400,3,3
"1108 Glenview Dr, Nashville, TN 37206, United States",0,1,1
"1108 Granada Ave, Nashville, TN 37206, United States",0,1,1
"1108 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
"1108 Lipscomb Dr, Nashville, Tennessee, 37204",0,1,1
"1108 QUAISE MOOR W, 37013",0,1,1
"1108 Quaise Moor W, Antioch, Tennessee, 37013",200,2,2
1108 brick church pike,0,1,1
1108 brittany park ln,0,1,1
"1109 Cinderella St, Nashville, TN 37115, United States",0,1,1
"1109 Fernbank Dr, Nashville, TN 37115, United States",0,1,1
"1109 Leland Ave, Nashville, TN 37216, United States",0,1,1
"1109 McAlpine Ave, Nashville, TN 37216, United States",0,1,1
"1109 Roberta St, Nashville, TN 37206, USA",0,1,1
"1109 S Douglas Ave, Nashville, TN 37204, United States",0,1,1
"1109 S Graycroft Ave, Nashville, TN 37115, United States",0,1,1
"1109 Woburn Way, Nashville, TN 37013, United States",0,1,1
1109 wade ave b,0,1,1
111 23rd Ave n,200,2,2
111 2nd Ave N,0,1,4
"111 Barton Ln, Nashville, TN 37214, United States",2000,11,11
"111 Castaway Ct, Nashville, TN 37217, United States",0,1,1
111 Dodge Dr,0,1,1
"111 Douglas Ave, Nashville, TN 37207, United States",200,2,2
"111 Douglas Ave, Nashville, Tennessee, 37207",0,1,1
"111 Holiday Dr, Nashville, TN 37115, United States",0,1,1
"111 Joyner Ave, Nashville, TN 37210, United States",0,1,1
"111 Lasalle Ct, Nashville, TN 37205, United States",0,1,1
"111 ORIEL AVE, 37210",0,1,1
"111 Postwood Pl, Nashville, TN 37205, United States",0,1,1
"111 Prospect Hill, Nashville, TN 37205, United States",0,1,1
"111 Rains Ave, Nashville, TN 37203, United States",0,1,1
111 Sadler Ct,0,1,1
"111 Stirton Rd, Nashville, TN 37210, United States",0,1,1
111 douglas ave,600,4,4
111 glendale garden dr,0,1,1
111 stirton rd,0,1,1
"1110 Argyle Ave, Nashville, TN 37203, United States",0,1,1
"1110 Chapel Ave, Nashville, TN 37206, United States",0,1,1
"1110 Riverside Dr, Nashville, TN 37206, United States",0,1,1
1110 STOCKELL ST,0,1,1
"1110 Saunders Ave, Nashville, TN 37115, United States",400,3,3
1110 n 2nd st,0,1,1
"1110A N 6th St, Nashville, TN 37207, USA",0,1,1
"1111 12th Ave S, Nashville, TN 37203, United States",0,1,1
"1111 Buchanan St, Nashville, TN 37208, United States",0,1,1
1111 Graybar Ln B,200,2,1
1111 Joseph Ave,0,1,1
"1111 Joseph Ave, Nashville, TN 37207, United States",0,1,1
"1111 Leland Ave, Nashville, TN 37216, United States",0,1,1
1111 Lipscomb Dr,1000,6,3
"1111 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
1111 STRAIGHTWAY AVE,0,1,1
1111 Wade Ave,200,2,2
"1111 Wade Ave, Nashville, TN 37203, United States",0,1,1
"1112 Brookmeade Dr, Nashville, TN 37204, United States",0,1,1
"1112 Elmshade Ct, Nashville, TN 37211, United States",0,1,1
"1112 Inglewood Dr, Nashville, TN 37216, United States",0,1,1
1112 Joseph Ave A,0,1,1
"1112 MCGAVOCK PIKE, 37216",0,1,1
"1112 Sebetha Ct, Nashville, TN 37013, United States",0,1,1
1112 Traceton Cir,0,1,1
"1112 Wade Ave, Nashville, TN 37203, United States",200,2,2
"1112 Woodvale Dr, Nashville, TN 37204, United States",0,1,1
1112 biltmore dr b,0,1,1
1112 granada ave,200,2,2
1113 1st Ave S,0,1,1
"1113 57th Ave N, Nashville, TN 37209, United States",0,1,1
"1113 Joseph Ave, Nashville, TN 37207, United States",0,1,1
"1113 Massman Dr, Nashville, TN 37217, United States",0,1,1
"1113 N 6th St, Nashville, TN 37207, United States",200,2,2
"1113 Sunnymeade Dr, Nashville, TN 37216, United States",0,1,1
"1113 W Grove Ave, Nashville, TN 37203, United States",200,2,2
"1113 W Trinity Ln, Nashville, TN 37218, United States",200,2,2
1113 Wade Ave,0,1,1
1113 greenwood ave,0,1,1
1113 n 7th st,0,1,1
1113 stainback ave,0,1,1
1113 w trinity ln,0,1,1
"1114 11th Ave N, Nashville, TN 37208, United States",0,1,1
"1114 Apple Valley Rd, Nashville, TN 37115, United States",0,1,1
"1114 Brookmeade Dr, Nashville, TN 37204, United States",0,1,1
"1114 Maplehurst Ave, Nashville, TN 37204, United States",0,1,1
"1114 Mary Evelyn Ct, Nashville, TN 37217, United States",0,1,1
"1114 N GRAYCROFT AVE, 37115",0,1,1
"1114 Saunders Ave, Madison, TN 37115, United States",200,2,2
"1114 Shelton Ave, Nashville, TN 37216, United States",0,1,1
"1114 Wade Ave, Nashville, TN 37203, United States",200,2,2
1114 wade ave B,0,1,1
"1114A Chester Ave, Nashville, TN 37206, United States",0,1,1
"1115 Norvel Ave, Nashville, TN 37216, United States",400,3,3
1115 massman dr,0,1,1
"1116 2nd Ave S, Nashville, TN 37210, United States",200,2,2
1116 CHAPEL AVE,0,1,1
1116 Kirkland Ave,0,1,1
1116 N 2ND ST,0,1,1
"1116 SHALLOWBROOK TRL S, 37013",0,1,1
1116 chapel ave,0,1,1
"1117 Ardee Ave, Nashville, TN 37216, United States",200,2,2
"1117 McChesney Ave, Nashville, TN 37216, United States",0,1,1
"1117 Pennock Ave, Nashville, TN 37207, United States",0,1,1
"1117 Streamdale Point E, Nashville, TN 37013, United States",0,1,1
"1118 Saunders Ave, Nashville, TN 37115, United States",200,2,2
"1118 Snow Ave, Nashville, TN 37115, United States",200,2,2
1118 chester ave,0,1,1
"1119 Delmas Ave, Nashville, TN 37216, United States",0,1,1
1119 N 6th St,200,2,2
1119 Sigler St,0,1,1
1119 halcyon ave,0,1,1
1119 litton ave,200,2,2
"112 Bellebrook Cir, Nashville, TN 37205, United States",0,1,1
"112 Benson Rd, Nashville, TN 37214, United States",0,1,1
112 Bess Ct N,200,2,2
"112 Bess Ct S, Nashville, TN 37013, United States",200,2,2
112 Brighton Close,0,1,1
"112 Eaton Ct, Nashville, TN 37218, United States",0,1,1
"112 Jay St, Nashville, TN 37210, United States",0,1,1
"112 Lasalle Ct, Nashville, TN 37205, United States",0,1,1
"112 MCGAVOCK PIKE, 37214",0,1,1
"112 Myatt Dr, Madison, Tennessee, 37115",0,1,1
"112 Rosebank Ave, Nashville, TN 37206, United States",0,1,1
"112 Rothwood Ct, Nashville, TN 37115, United States",0,1,1
"112 S Graycroft Ave, Madison, TN 37115, United States",0,1,1
"112 Stewarts Ferry Pike, Nashville, TN 37214, United States",0,1,1
112 Towne Village Ct,600,4,4
"112 Towne Village Ct, Nashville, TN 37013, United States",0,1,1
"112 Walnut Hill Dr, Nashville, TN 37214, United States",0,1,1
112 West End Pl,0,1,1
"112 Windsor Dr, Nashville, TN 37205, United States",200,2,2
112 castaway ct,0,1,1
112 downwind ct,0,1,1
112 jay st,0,1,1
112 myrtle st,0,1,1
"1120 Brittany Park Ln, Nashville, TN 37013, United States",0,1,1
"1120 Inglewood Dr, Nashville, TN 37216, United States",0,1,1
"1120 Meridian St, Nashville, TN 37207, United States",0,1,1
"1120 Thorncrest Rd, Nashville, TN 37211, United States",400,3,3
"1120 Woodvale Dr, Nashville, TN 37204, United States",0,1,1
1121 GLENDALE LN,0,1,1
"1121 Greenland Ave, Nashville, TN 37216, United States",200,2,1
"1121 Pennock Ave, Nashville, TN 37207, United States",0,1,1
"1121 Peter Pan St, Nashville, TN 37115, United States",0,1,1
"1121 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
"1121 Saunders Ave, Nashville, TN 37115, United States",200,2,2
"1121 Traceton Cir, Nashville, TN 37013, United States",0,1,1
"1122 Cahal Ave, Nashville, TN 37206, United States",200,2,2
"1122 McChesney Ave, Nashville, TN 37216, United States",0,1,1
1122 N 7th St,0,1,1
"1122 N 7th St, Nashville, TN 37207, United States",0,1,1
1122 n 7th st,0,1,1
"1123 Greenland Ave, Nashville, TN 37216, United States",0,1,1
"1123 Meridian St, Nashville, TN 37207, United States",200,2,2
1123 N 6th St A,0,1,1
"1123 N 6th St, Nashville, TN 37207, United States",0,1,1
"1123 Stratford Ave, Nashville, TN 37216, United States",0,1,1
1123 n 6th st,800,5,5
1123 n 6th st A,200,2,2
1123 n 6th st a,200,2,2
1123 n 7th st,0,1,1
"1124 4th Ave S, Nashville, TN 37210, United States",0,1,1
1124 Eastdale Ave,0,1,1
1124 Glendale Ln,0,1,1
"1124 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
1124 N 7th St,0,1,1
1124 n 7th st,400,3,3
1125 Clifton Ln,0,1,1
"1125 Glendale Ln, Nashville, TN 37204, United States",200,2,1
"1125 Granny White Ct, Nashville, TN 37204, United States",0,1,1
"1125 Haysboro Ave, Nashville, TN 37216, United States",0,1,1
"1125 Idlewild Ct, Nashville, TN 37115, United States",200,2,2
"1126 Brookmeade Dr, Nashville, TN 37204, United States",0,1,1
1126 Harold Dr,0,1,1
"1126 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
"1126 Sunnymeade Dr, Nashville, TN 37216, United States",0,1,1
1126 glendale ln,400,3,2
"1127 Ardee Ave, Nashville, TN 37216, United States",0,1,1
1127 Chester Ave B,0,1,1
"1127 Glendale Ln, Nashville, TN 37204, United States",0,1,1
1127 glendale ln a,0,1,1
"1128 Duncanwood Dr, Nashville, TN 37204, United States",0,1,1
"1128 Granada Ave, Nashville, TN 37206, United States",0,1,1
"1128 Inglewood Dr, Nashville, TN 37216, United States",0,1,1
"1128 Woodvale Dr, Nashville, TN 37204, United States",0,1,1
"1129 Lipscomb Dr, Nashville, TN 37204, United States",0,1,1
"112A ROSEBANK AVE, 37206",0,1,1
"113 13th Ave Cir, Nashville, TN 37212, United States",0,1,1
113 Apollo Ct,0,1,1
"113 Cash Ln, Nashville, TN 37115, United States",0,1,1
"113 E Marthona Rd, Nashville, TN 37115, United States",0,1,1
"113 Fairway Dr, Nashville, TN 37214, United States",0,1,1
"113 Hodge Ct, Nashville, TN 37218, United States",0,1,1
"113 Jefferson Square, Nashville, TN 37215, United States",0,1,1
"113 LONGHUNTER CT, 37217",400,3,3
"113 Lindsley Park Dr, Nashville, TN 37206, United States",0,1,1
"113 Ocala Dr, Nashville, TN 37013, United States",0,1,1
113 Panamint Dr,0,1,1
"113 Rockglen Ct, Nashville, TN 37013, United States",0,1,1
"113 Rosebank Ave, Nashville, TN 37206, United States",0,1,1
"113 Shihmen Ct, Nashville, TN 37013, United States",0,1,1
"113 Valeria St, Nashville, TN 37210, United States",400,3,3
113 valeria st,0,1,1
1130 32nd Ave N,0,1,1
"1130 MCFERRIN AVE, 37206",0,1,1
"1130 Mcferrin Ave, Nashville, TN 37206, United States",200,2,2
"1130 Murfreesboro Pike, Nashville, TN 37217, United States",400,3,3
"1130 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
"1131 Greenland Ave, Nashville, TN 37216, United States",0,1,1
"1131 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
1131 greenland ave,0,1,1
"1132 Due W Ave N, Nashville, TN 37115, United States",0,1,1
"1132 Idlewild Ct, Nashville, TN 37115, United States",200,2,2
"1132 McAlpine Ave, Nashville, TN 37216, United States",0,1,1
"1132 Peter Pan St, Nashville, TN 37115, United States",0,1,4
"1133 Alandee St, Nashville, TN 37214, United States",400,3,8
"1133 Antioch Pike, Nashville, TN 37211, United States",0,1,1
1133 Granada Ave,0,1,1
"1133 Granada Ave, Nashville, TN 37206, United States",600,4,4
"1133 Granny White Ct, Nashville, TN 37204, United States",0,1,1
1133 Kirkland Ave,0,1,1
"1133 Streamdale Pt E, Antioch, Tennessee, 37013",0,1,1
"1134 Glenwood Ave, Nashville, TN 37204, United States",0,1,1
"1135 Howard Ave, Nashville, TN 37216, United States",0,1,1
1135 duncanwood dr,0,1,1
"1136 Ardee Ave, Nashville, TN 37216, United States",0,1,1
"1137 Eastdale Ave, Nashville, TN 37216, United States",0,1,1
"1137 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
114 37th Ave N,0,1,1
"114 37th Ave N, Nashville, TN 37209, United States",0,1,1
"114 Bellebrook Cir, Nashville, TN 37205, United States",200,2,2
114 Brattlesboro Dr,0,1,1
"114 Chapel Ave, Nashville, TN 37206, United States",0,1,1
"114 DODGE DR, 37210",0,1,4
"114 Donald St, Nashville, TN 37207, United States",0,1,1
"114 Elizabeths Ct, Nashville, TN 37013, United States",0,1,1
"114 Hillcrest Dr, Madison, TN 37115, United States",0,1,1
"114 Jefferson Sq, Nashville, Tennessee, 37215",0,1,1
"114 Jefferson Square, Nashville, TN 37215, United States",0,1,1
114 Lasalle Ct B,0,1,1
"114 Lincoln Ct, Nashville, TN 37205, United States",0,1,1
"114 NASHBORO GRNS, 37217",0,1,1
"114 Nashboro Greens Way, Nashville, TN 37217, United States",0,1,1
"114 Nashboro Greens, Nashville, TN 37217, United States",0,1,1
"114 S Graycroft Ave, Nashville, TN 37115, United States",0,1,1
114 brookfield ave,0,1,1
"1140 SHALLOWBROOK TRL S, 37013",0,1,1
"1141 Glendale Ln, Nashville, TN 37204, United States",0,1,1
"1141 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
"1143 McAlpine Ave, Nashville, TN 37216, United States",0,1,1
1144 Sewanee Rd,200,2,1
1147 EASTDALE PL,400,3,3
"1148 Pierce Rd, Nashville, TN 37115, United States",200,2,2
"1148 Streamdale Point E, Nashville, TN 37013, United States",0,1,1
1149 White Mountain Ln,200,2,2
"115 Antioch Pike, Nashville, TN 37211, United States",0,1,1
"115 Barton Ln, Nashville, TN 37214, United States",1800,10,10
"115 Colemont Ct, Nashville, TN 37013, United States",0,1,1
"115 Farris Ave, Nashville, TN 37115, United States",0,1,1
"115 Head Dr, Nashville, TN 37115, United States",400,3,3
"115 Keyway Dr, Nashville, TN 37205, United States",0,1,1
"115 MYATT DR, 37115",0,1,1
"115 McGavock Pk, Nashville, TN 37214, United States",0,1,1
"115 Nashboro Greens, Nashville, TN 37217, United States",0,1,1
"115 ROSE ST, 37210",0,1,1
115 Rains Ave,0,1,1
115 Rains Ave A,0,1,1
"115 Rolynn Dr, Nashville, TN 37210, United States",0,1,1
115 Rosa L Parks BLvd,200,2,2
115 Rose St,200,2,2
"115 Vandiver Dr, Nashville, TN 37115, United States",0,1,1
115 haverford dr,0,1,1
1150 SEWANEE RD,0,1,1
1150 Sewanee Rd A,0,1,1
"1150 Sewanee Rd, Nashville, TN 37220, United States",0,1,1
"1152 Idlewild Ct, Nashville, TN 37115, United States",200,2,2
1153 antioch pike,0,1,1
1154 Vultee Blvd,0,1,1
"1159 Greenland Ave, Nashville, TN 37216, United States",0,1,1
116 20th Ave S,0,1,1
"116 37th Ave N, Nashville, TN 37209, United States",0,1,1
116 BESS CT S,0,1,1
116 Bart Dr,600,4,10
"116 Bellebrook Cir, Nashville, TN 37205, United States",200,2,2
116 Bess Ct S,0,1,1
"116 Bess Ct S, Nashville, TN 37013, United States",0,1,1
"116 Blackburn Ave, Nashville, TN 37205, United States",0,1,1
116 Clydelan Ct,0,1,1
"116 Douglas Ave, Nashville, TN 37207, United States",0,1,1
"116 Margaret St, Nashville, TN 37115, United States",2400,13,1
"116 Minnette Ct, Nashville, TN 37207, United States",0,1,1
"116 Myatt Dr, Nashville, TN 37115, United States",0,1,1
"116 Oriel Ave, Nashville, TN 37210, United States",0,1,1
"116 Panamint Dr, Nashville, TN 37013, United States",0,1,1
"116 Penny Brink Dr, Nashville, TN 37013, United States",0,1,1
116 Vossland Dr,0,1,1
"1160 Greenland Ave, Nashville, TN 37216, United States",0,1,1
1162 SEWANEE RD,200,2,6
1162 Sewanee Rd,0,1,1
"1164 Greenland Ave, Nashville, TN 37216, United States",0,1,1
117 APOLLO CT W,0,1,1
117 BART DR,0,1,1
"117 Bart Dr, Nashville, TN 37013, United States",0,1,1
117 Brighton Close,0,1,1
"117 Cash Ln, Madison, TN 37115, United States",0,1,1
"117 Jefferson Square, Nashville, TN 37215, United States",200,2,2
"117 LONGHUNTER CT, 37217",0,1,1
117 Lafayette Ct,0,1,1
"117 Lafayette Ct, Nashville, TN 37205, United States",0,1,1
"117 Lincoln Ct, Nashville, TN 37205, United States",0,1,1
"117 Neelys Bend Rd, Nashville, TN 37115, United States",0,1,1
"117 Pembroke Ave, Nashville, TN 37205, United States",0,1,1
"117 Union St, Nashville, TN 37201, United States",0,1,1
"117 Union St, Nashville, Tennessee, 37201",0,1,1
117 Union st,0,1,4
"117 W Marthona Rd, Nashville, TN 37115, United States",0,1,1
"117 WESTOVER AVE, 37205",0,1,1
117 colemont dr,0,1,1
117 union st,0,1,1
"118 2 Rivers Ct, Nashville, TN 37214, United States",0,1,4
118 4TH AVE,0,1,1
"118 4th Ave, Nashville, TN 37115, United States",0,1,1
"118 Elizabeths Ct, Nashville, TN 37013, United States",200,2,2
"118 Hearthstone Manor Cir, Brentwood, TN 37027, United States",0,1,1
118 Keyway Dr,0,1,1
"118 Nashboro Greens, Nashville, TN 37217, United States",200,2,2
